// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1/" /p:OutDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\publish/" in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1
// command took 1.33 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1/" /p:OutDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\publish/" --output "C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0/" in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1
// command took 4.66 sec and exited with 0
// ***** Done, took 00:00:06 (6.05 sec)   *****
// Found 3 benchmarks:
//   DoubleListBenchmark.Add: DefaultJob
//   DoubleListBenchmark.Contains: DefaultJob
//   DoubleListBenchmark.Remove: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual   6: 524288 op, 529368700.00 ns, 1.0097 us/op
WorkloadActual   7: 524288 op, 527957800.00 ns, 1.0070 us/op
WorkloadActual   8: 524288 op, 531253300.00 ns, 1.0133 us/op
WorkloadActual   9: 524288 op, 528861600.00 ns, 1.0087 us/op
WorkloadActual  10: 524288 op, 528660000.00 ns, 1.0083 us/op
WorkloadActual  11: 524288 op, 527555900.00 ns, 1.0062 us/op
WorkloadActual  12: 524288 op, 528569500.00 ns, 1.0082 us/op
WorkloadActual  13: 524288 op, 528765300.00 ns, 1.0085 us/op
WorkloadActual  14: 524288 op, 528202400.00 ns, 1.0075 us/op
WorkloadActual  15: 524288 op, 545956900.00 ns, 1.0413 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 527682600.00 ns, 1.0065 us/op
WorkloadResult   2: 524288 op, 526377600.00 ns, 1.0040 us/op
WorkloadResult   3: 524288 op, 527406500.00 ns, 1.0059 us/op
WorkloadResult   4: 524288 op, 528366400.00 ns, 1.0078 us/op
WorkloadResult   5: 524288 op, 526955500.00 ns, 1.0051 us/op
WorkloadResult   6: 524288 op, 530251000.00 ns, 1.0114 us/op
WorkloadResult   7: 524288 op, 527859300.00 ns, 1.0068 us/op
WorkloadResult   8: 524288 op, 527657700.00 ns, 1.0064 us/op
WorkloadResult   9: 524288 op, 526553600.00 ns, 1.0043 us/op
WorkloadResult  10: 524288 op, 527567200.00 ns, 1.0063 us/op
WorkloadResult  11: 524288 op, 527763000.00 ns, 1.0066 us/op
WorkloadResult  12: 524288 op, 527200100.00 ns, 1.0056 us/op
// GC:  0 0 0 0 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 6244 has exited with code 0.

Mean = 1.006 μs, StdErr = 0.001 μs (0.05%), N = 12, StdDev = 0.002 μs
Min = 1.004 μs, Q1 = 1.005 μs, Median = 1.006 μs, Q3 = 1.007 μs, Max = 1.011 μs
IQR = 0.001 μs, LowerFence = 1.004 μs, UpperFence = 1.009 μs
ConfidenceInterval = [1.004 μs; 1.009 μs] (CI 99.9%), Margin = 0.002 μs (0.24% of Mean)
Skewness = 1.23, Kurtosis = 4.34, MValue = 2

// ** Remained 1 (33.3%) benchmark(s) to run. Estimated finish 2026-05-22 19:15 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: DoubleListBenchmark.Remove: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet BenchmarkCsharp-DefaultJob-1.dll --anonymousPipes 1604 1596 --benchmarkName BenchmarkCsharp.DoubleListBenchmark.Remove --job Default --benchmarkId 2 in C:\Users\braya\OneDrive\Desktop\BenchmarkCsharp\bin\Release\net10.0\BenchmarkCsharp-DefaultJob-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), X64 RyuJIT x86-64-v3
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 151300.00 ns, 151.3000 us/op
WorkloadJitting  1: 1 op, 510900.00 ns, 510.9000 us/op

OverheadJitting  2: 16 op, 192100.00 ns, 12.0063 us/op
WorkloadJitting  2: 16 op, 1144800.00 ns, 71.5500 us/op

WorkloadPilot    1: 16 op, 742400.00 ns, 46.4000 us/op
WorkloadPilot    2: 32 op, 1134500.00 ns, 35.4531 us/op
WorkloadPilot    3: 64 op, 2171400.00 ns, 33.9281 us/op
WorkloadPilot    4: 128 op, 4362400.00 ns, 34.0813 us/op
WorkloadPilot    5: 256 op, 8300400.00 ns, 32.4234 us/op
WorkloadPilot    6: 512 op, 14642300.00 ns, 28.5982 us/op
WorkloadPilot    7: 1024 op, 29094900.00 ns, 28.4130 us/op
WorkloadPilot    8: 2048 op, 58939700.00 ns, 28.7792 us/op
WorkloadPilot    9: 4096 op, 94021700.00 ns, 22.9545 us/op
WorkloadPilot   10: 8192 op, 54116700.00 ns, 6.6060 us/op
WorkloadPilot   11: 16384 op, 104179200.00 ns, 6.3586 us/op
WorkloadPilot   12: 32768 op, 211539300.00 ns, 6.4557 us/op
WorkloadPilot   13: 65536 op, 458282200.00 ns, 6.9928 us/op
WorkloadPilot   14: 131072 op, 823400000.00 ns, 6.2820 us/op

OverheadWarmup   1: 131072 op, 224700.00 ns, 1.7143 ns/op
OverheadWarmup   2: 131072 op, 223900.00 ns, 1.7082 ns/op
OverheadWarmup   3: 131072 op, 363200.00 ns, 2.7710 ns/op
OverheadWarmup   4: 131072 op, 335100.00 ns, 2.5566 ns/op
OverheadWarmup   5: 131072 op, 254000.00 ns, 1.9379 ns/op
OverheadWarmup   6: 131072 op, 223600.00 ns, 1.7059 ns/op
OverheadWarmup   7: 131072 op, 223500.00 ns, 1.7052 ns/op
OverheadWarmup   8: 131072 op, 223600.00 ns, 1.7059 ns/op
OverheadWarmup   9: 131072 op, 225000.00 ns, 1.7166 ns/op
OverheadWarmup  10: 131072 op, 226800.00 ns, 1.7303 ns/op

OverheadActual   1: 131072 op, 225500.00 ns, 1.7204 ns/op
OverheadActual   2: 131072 op, 224900.00 ns, 1.7159 ns/op
OverheadActual   3: 131072 op, 226200.00 ns, 1.7258 ns/op
OverheadActual   4: 131072 op, 236100.00 ns, 1.8013 ns/op
OverheadActual   5: 131072 op, 224800.00 ns, 1.7151 ns/op
OverheadActual   6: 131072 op, 288600.00 ns, 2.2018 ns/op
OverheadActual   7: 131072 op, 223500.00 ns, 1.7052 ns/op
OverheadActual   8: 131072 op, 226000.00 ns, 1.7242 ns/op
OverheadActual   9: 131072 op, 226100.00 ns, 1.7250 ns/op
OverheadActual  10: 131072 op, 335200.00 ns, 2.5574 ns/op
OverheadActual  11: 131072 op, 381900.00 ns, 2.9137 ns/op
OverheadActual  12: 131072 op, 226300.00 ns, 1.7265 ns/op
OverheadActual  13: 131072 op, 226200.00 ns, 1.7258 ns/op
OverheadActual  14: 131072 op, 234700.00 ns, 1.7906 ns/op
OverheadActual  15: 131072 op, 359000.00 ns, 2.7390 ns/op
OverheadActual  16: 131072 op, 226200.00 ns, 1.7258 ns/op
OverheadActual  17: 131072 op, 339000.00 ns, 2.5864 ns/op
OverheadActual  18: 131072 op, 226200.00 ns, 1.7258 ns/op
OverheadActual  19: 131072 op, 256900.00 ns, 1.9600 ns/op
OverheadActual  20: 131072 op, 232400.00 ns, 1.7731 ns/op

WorkloadWarmup   1: 131072 op, 825372900.00 ns, 6.2971 us/op
WorkloadWarmup   2: 131072 op, 828044800.00 ns, 6.3175 us/op
WorkloadWarmup   3: 131072 op, 808332700.00 ns, 6.1671 us/op
WorkloadWarmup   4: 131072 op, 805772400.00 ns, 6.1476 us/op
WorkloadWarmup   5: 131072 op, 821743200.00 ns, 6.2694 us/op
WorkloadWarmup   6: 131072 op, 841160600.00 ns, 6.4175 us/op
WorkloadWarmup   7: 131072 op, 845594300.00 ns, 6.4514 us/op
WorkloadWarmup   8: 131072 op, 868719100.00 ns, 6.6278 us/op
WorkloadWarmup   9: 131072 op, 880761200.00 ns, 6.7197 us/op
WorkloadWarmup  10: 131072 op, 1001952500.00 ns, 7.6443 us/op
WorkloadWarmup  11: 131072 op, 1020980400.00 ns, 7.7895 us/op
WorkloadWarmup  12: 131072 op, 891161000.00 ns, 6.7990 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 1159926800.00 ns, 8.8495 us/op
WorkloadActual   2: 131072 op, 1147318900.00 ns, 8.7533 us/op
WorkloadActual   3: 131072 op, 1278117600.00 ns, 9.7513 us/op
WorkloadActual   4: 131072 op, 1027746500.00 ns, 7.8411 us/op
WorkloadActual   5: 131072 op, 902637900.00 ns, 6.8866 us/op
WorkloadActual   6: 131072 op, 903351000.00 ns, 6.8920 us/op
WorkloadActual   7: 131072 op, 955595000.00 ns, 7.2906 us/op
WorkloadActual   8: 131072 op, 989755600.00 ns, 7.5512 us/op
WorkloadActual   9: 131072 op, 1009442500.00 ns, 7.7014 us/op
WorkloadActual  10: 131072 op, 975789100.00 ns, 7.4447 us/op
WorkloadActual  11: 131072 op, 1113722100.00 ns, 8.4970 us/op
WorkloadActual  12: 131072 op, 1014399000.00 ns, 7.7393 us/op
WorkloadActual  13: 131072 op, 988527300.00 ns, 7.5419 us/op
WorkloadActual  14: 131072 op, 913190800.00 ns, 6.9671 us/op
WorkloadActual  15: 131072 op, 999403100.00 ns, 7.6248 us/op
WorkloadActual  16: 131072 op, 980397300.00 ns, 7.4798 us/op
WorkloadActual  17: 131072 op, 935183700.00 ns, 7.1349 us/op
WorkloadActual  18: 131072 op, 981540400.00 ns, 7.4886 us/op
WorkloadActual  19: 131072 op, 1054428000.00 ns, 8.0446 us/op
WorkloadActual  20: 131072 op, 1017604600.00 ns, 7.7637 us/op
WorkloadActual  21: 131072 op, 960468400.00 ns, 7.3278 us/op
WorkloadActual  22: 131072 op, 925570200.00 ns, 7.0615 us/op
WorkloadActual  23: 131072 op, 840623700.00 ns, 6.4134 us/op
WorkloadActual  24: 131072 op, 931368500.00 ns, 7.1058 us/op
WorkloadActual  25: 131072 op, 907329800.00 ns, 6.9224 us/op
WorkloadActual  26: 131072 op, 833609900.00 ns, 6.3599 us/op
WorkloadActual  27: 131072 op, 905544400.00 ns, 6.9088 us/op
WorkloadActual  28: 131072 op, 913705400.00 ns, 6.9710 us/op
WorkloadActual  29: 131072 op, 836826600.00 ns, 6.3845 us/op
WorkloadActual  30: 131072 op, 926000900.00 ns, 7.0648 us/op
WorkloadActual  31: 131072 op, 919556200.00 ns, 7.0157 us/op
WorkloadActual  32: 131072 op, 839462100.00 ns, 6.4046 us/op
WorkloadActual  33: 131072 op, 934642300.00 ns, 7.1308 us/op
WorkloadActual  34: 131072 op, 885944300.00 ns, 6.7592 us/op
WorkloadActual  35: 131072 op, 838644300.00 ns, 6.3983 us/op
WorkloadActual  36: 131072 op, 831242700.00 ns, 6.3419 us/op
WorkloadActual  37: 131072 op, 854954600.00 ns, 6.5228 us/op
WorkloadActual  38: 131072 op, 838132100.00 ns, 6.3944 us/op
WorkloadActual  39: 131072 op, 838777600.00 ns, 6.3994 us/op
WorkloadActual  40: 131072 op, 838674600.00 ns, 6.3986 us/op
WorkloadActual  41: 131072 op, 859614100.00 ns, 6.5583 us/op
WorkloadActual  42: 131072 op, 840871300.00 ns, 6.4153 us/op
WorkloadActual  43: 131072 op, 855774000.00 ns, 6.5290 us/op
WorkloadActual  44: 131072 op, 848474900.00 ns, 6.4733 us/op
WorkloadActual  45: 131072 op, 849044000.00 ns, 6.4777 us/op
WorkloadActual  46: 131072 op, 843595600.00 ns, 6.4361 us/op
WorkloadActual  47: 131072 op, 842307400.00 ns, 6.4263 us/op
WorkloadActual  48: 131072 op, 825998000.00 ns, 6.3019 us/op
WorkloadActual  49: 131072 op, 836292000.00 ns, 6.3804 us/op
WorkloadActual  50: 131072 op, 836598700.00 ns, 6.3827 us/op
WorkloadActual  51: 131072 op, 836293600.00 ns, 6.3804 us/op
WorkloadActual  52: 131072 op, 841227700.00 ns, 6.4181 us/op
WorkloadActual  53: 131072 op, 837123700.00 ns, 6.3867 us/op
WorkloadActual  54: 131072 op, 829480100.00 ns, 6.3284 us/op
WorkloadActual  55: 131072 op, 826644100.00 ns, 6.3068 us/op
WorkloadActual  56: 131072 op, 835680200.00 ns, 6.3757 us/op
WorkloadActual  57: 131072 op, 840537500.00 ns, 6.4128 us/op
WorkloadActual  58: 131072 op, 839312500.00 ns, 6.4034 us/op
WorkloadActual  59: 131072 op, 843372600.00 ns, 6.4344 us/op
WorkloadActual  60: 131072 op, 838496000.00 ns, 6.3972 us/op
WorkloadActual  61: 131072 op, 826772700.00 ns, 6.3078 us/op
WorkloadActual  62: 131072 op, 838836800.00 ns, 6.3998 us/op
WorkloadActual  63: 131072 op, 839787500.00 ns, 6.4071 us/op
WorkloadActual  64: 131072 op, 841795800.00 ns, 6.4224 us/op
WorkloadActual  65: 131072 op, 990525800.00 ns, 7.5571 us/op
WorkloadActual  66: 131072 op, 828872100.00 ns, 6.3238 us/op
WorkloadActual  67: 131072 op, 911869800.00 ns, 6.9570 us/op
WorkloadActual  68: 131072 op, 940995900.00 ns, 7.1792 us/op
WorkloadActual  69: 131072 op, 843543300.00 ns, 6.4357 us/op
WorkloadActual  70: 131072 op, 933168800.00 ns, 7.1195 us/op
WorkloadActual  71: 131072 op, 912616900.00 ns, 6.9627 us/op
WorkloadActual  72: 131072 op, 825232600.00 ns, 6.2960 us/op
WorkloadActual  73: 131072 op, 910317900.00 ns, 6.9452 us/op
WorkloadActual  74: 131072 op, 935493100.00 ns, 7.1372 us/op
WorkloadActual  75: 131072 op, 828610400.00 ns, 6.3218 us/op
WorkloadActual  76: 131072 op, 937521000.00 ns, 7.1527 us/op
WorkloadActual  77: 131072 op, 938453800.00 ns, 7.1598 us/op
WorkloadActual  78: 131072 op, 856137400.00 ns, 6.5318 us/op
WorkloadActual  79: 131072 op, 942498100.00 ns, 7.1907 us/op
WorkloadActual  80: 131072 op, 846680400.00 ns, 6.4597 us/op
WorkloadActual  81: 131072 op, 838997300.00 ns, 6.4010 us/op
WorkloadActual  82: 131072 op, 822794800.00 ns, 6.2774 us/op
WorkloadActual  83: 131072 op, 867254900.00 ns, 6.6166 us/op
WorkloadActual  84: 131072 op, 826454500.00 ns, 6.3053 us/op
WorkloadActual  85: 131072 op, 833936700.00 ns, 6.3624 us/op
WorkloadActual  86: 131072 op, 843241400.00 ns, 6.4334 us/op
WorkloadActual  87: 131072 op, 859138400.00 ns, 6.5547 us/op
WorkloadActual  88: 131072 op, 903304500.00 ns, 6.8917 us/op
WorkloadActual  89: 131072 op, 845409100.00 ns, 6.4500 us/op
WorkloadActual  90: 131072 op, 923015900.00 ns, 7.0421 us/op
WorkloadActual  91: 131072 op, 918147800.00 ns, 7.0049 us/op
WorkloadActual  92: 131072 op, 842143500.00 ns, 6.4250 us/op
WorkloadActual  93: 131072 op, 1103471600.00 ns, 8.4188 us/op
WorkloadActual  94: 131072 op, 1030187900.00 ns, 7.8597 us/op
WorkloadActual  95: 131072 op, 1051525300.00 ns, 8.0225 us/op
WorkloadActual  96: 131072 op, 953981500.00 ns, 7.2783 us/op
WorkloadActual  97: 131072 op, 912747200.00 ns, 6.9637 us/op
WorkloadActual  98: 131072 op, 832079800.00 ns, 6.3483 us/op
WorkloadActual  99: 131072 op, 907850700.00 ns, 6.9264 us/op
WorkloadActual  100: 131072 op, 919910700.00 ns, 7.0184 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 1027520250.00 ns, 7.8394 us/op
WorkloadResult   2: 131072 op, 902411650.00 ns, 6.8849 us/op
WorkloadResult   3: 131072 op, 903124750.00 ns, 6.8903 us/op
WorkloadResult   4: 131072 op, 955368750.00 ns, 7.2889 us/op
WorkloadResult   5: 131072 op, 989529350.00 ns, 7.5495 us/op
WorkloadResult   6: 131072 op, 1009216250.00 ns, 7.6997 us/op
WorkloadResult   7: 131072 op, 975562850.00 ns, 7.4430 us/op
WorkloadResult   8: 131072 op, 1014172750.00 ns, 7.7375 us/op
WorkloadResult   9: 131072 op, 988301050.00 ns, 7.5401 us/op
WorkloadResult  10: 131072 op, 912964550.00 ns, 6.9654 us/op
WorkloadResult  11: 131072 op, 999176850.00 ns, 7.6231 us/op
WorkloadResult  12: 131072 op, 980171050.00 ns, 7.4781 us/op
WorkloadResult  13: 131072 op, 934957450.00 ns, 7.1332 us/op
WorkloadResult  14: 131072 op, 981314150.00 ns, 7.4868 us/op
WorkloadResult  15: 131072 op, 1054201750.00 ns, 8.0429 us/op
WorkloadResult  16: 131072 op, 1017378350.00 ns, 7.7620 us/op
WorkloadResult  17: 131072 op, 960242150.00 ns, 7.3261 us/op
WorkloadResult  18: 131072 op, 925343950.00 ns, 7.0598 us/op
WorkloadResult  19: 131072 op, 840397450.00 ns, 6.4117 us/op
WorkloadResult  20: 131072 op, 931142250.00 ns, 7.1041 us/op
WorkloadResult  21: 131072 op, 907103550.00 ns, 6.9207 us/op
WorkloadResult  22: 131072 op, 833383650.00 ns, 6.3582 us/op
WorkloadResult  23: 131072 op, 905318150.00 ns, 6.9070 us/op
WorkloadResult  24: 131072 op, 913479150.00 ns, 6.9693 us/op
WorkloadResult  25: 131072 op, 836600350.00 ns, 6.3828 us/op
WorkloadResult  26: 131072 op, 925774650.00 ns, 7.0631 us/op
WorkloadResult  27: 131072 op, 919329950.00 ns, 7.0139 us/op
WorkloadResult  28: 131072 op, 839235850.00 ns, 6.4029 us/op
WorkloadResult  29: 131072 op, 934416050.00 ns, 7.1290 us/op
WorkloadResult  30: 131072 op, 885718050.00 ns, 6.7575 us/op
WorkloadResult  31: 131072 op, 838418050.00 ns, 6.3966 us/op
WorkloadResult  32: 131072 op, 831016450.00 ns, 6.3402 us/op
WorkloadResult  33: 131072 op, 854728350.00 ns, 6.5211 us/op
WorkloadResult  34: 131072 op, 837905850.00 ns, 6.3927 us/op
WorkloadResult  35: 131072 op, 838551350.00 ns, 6.3976 us/op
WorkloadResult  36: 131072 op, 838448350.00 ns, 6.3969 us/op
WorkloadResult  37: 131072 op, 859387850.00 ns, 6.5566 us/op
WorkloadResult  38: 131072 op, 840645050.00 ns, 6.4136 us/op
WorkloadResult  39: 131072 op, 855547750.00 ns, 6.5273 us/op
WorkloadResult  40: 131072 op, 848248650.00 ns, 6.4716 us/op
WorkloadResult  41: 131072 op, 848817750.00 ns, 6.4760 us/op
WorkloadResult  42: 131072 op, 843369350.00 ns, 6.4344 us/op
WorkloadResult  43: 131072 op, 842081150.00 ns, 6.4246 us/op
WorkloadResult  44: 131072 op, 825771750.00 ns, 6.3001 us/op
WorkloadResult  45: 131072 op, 836065750.00 ns, 6.3787 us/op
WorkloadResult  46: 131072 op, 836372450.00 ns, 6.3810 us/op
WorkloadResult  47: 131072 op, 836067350.00 ns, 6.3787 us/op
WorkloadResult  48: 131072 op, 841001450.00 ns, 6.4163 us/op
WorkloadResult  49: 131072 op, 836897450.00 ns, 6.3850 us/op
WorkloadResult  50: 131072 op, 829253850.00 ns, 6.3267 us/op
WorkloadResult  51: 131072 op, 826417850.00 ns, 6.3051 us/op
WorkloadResult  52: 131072 op, 835453950.00 ns, 6.3740 us/op
WorkloadResult  53: 131072 op, 840311250.00 ns, 6.4111 us/op
WorkloadResult  54: 131072 op, 839086250.00 ns, 6.4017 us/op
WorkloadResult  55: 131072 op, 843146350.00 ns, 6.4327 us/op
WorkloadResult  56: 131072 op, 838269750.00 ns, 6.3955 us/op
WorkloadResult  57: 131072 op, 826546450.00 ns, 6.3060 us/op
WorkloadResult  58: 131072 op, 838610550.00 ns, 6.3981 us/op
WorkloadResult  59: 131072 op, 839561250.00 ns, 6.4053 us/op
WorkloadResult  60: 131072 op, 841569550.00 ns, 6.4207 us/op
WorkloadResult  61: 131072 op, 990299550.00 ns, 7.5554 us/op
WorkloadResult  62: 131072 op, 828645850.00 ns, 6.3221 us/op
WorkloadResult  63: 131072 op, 911643550.00 ns, 6.9553 us/op
WorkloadResult  64: 131072 op, 940769650.00 ns, 7.1775 us/op
WorkloadResult  65: 131072 op, 843317050.00 ns, 6.4340 us/op
WorkloadResult  66: 131072 op, 932942550.00 ns, 7.1178 us/op
WorkloadResult  67: 131072 op, 912390650.00 ns, 6.9610 us/op
WorkloadResult  68: 131072 op, 825006350.00 ns, 6.2943 us/op
WorkloadResult  69: 131072 op, 910091650.00 ns, 6.9434 us/op
WorkloadResult  70: 131072 op, 935266850.00 ns, 7.1355 us/op
WorkloadResult  71: 131072 op, 828384150.00 ns, 6.3201 us/op
WorkloadResult  72: 131072 op, 937294750.00 ns, 7.1510 us/op
WorkloadResult  73: 131072 op, 938227550.00 ns, 7.1581 us/op
WorkloadResult  74: 131072 op, 855911150.00 ns, 6.5301 us/op
WorkloadResult  75: 131072 op, 942271850.00 ns, 7.1890 us/op
WorkloadResult  76: 131072 op, 846454150.00 ns, 6.4579 us/op
WorkloadResult  77: 131072 op, 838771050.00 ns, 6.3993 us/op
WorkloadResult  78: 131072 op, 822568550.00 ns, 6.2757 us/op
WorkloadResult  79: 131072 op, 867028650.00 ns, 6.6149 us/op
WorkloadResult  80: 131072 op, 826228250.00 ns, 6.3036 us/op
WorkloadResult  81: 131072 op, 833710450.00 ns, 6.3607 us/op
WorkloadResult  82: 131072 op, 843015150.00 ns, 6.4317 us/op
WorkloadResult  83: 131072 op, 858912150.00 ns, 6.5530 us/op
WorkloadResult  84: 131072 op, 903078250.00 ns, 6.8899 us/op
WorkloadResult  85: 131072 op, 845182850.00 ns, 6.4482 us/op
WorkloadResult  86: 131072 op, 922789650.00 ns, 7.0403 us/op
WorkloadResult  87: 131072 op, 917921550.00 ns, 7.0032 us/op
WorkloadResult  88: 131072 op, 841917250.00 ns, 6.4233 us/op
WorkloadResult  89: 131072 op, 1029961650.00 ns, 7.8580 us/op
WorkloadResult  90: 131072 op, 1051299050.00 ns, 8.0208 us/op
WorkloadResult  91: 131072 op, 953755250.00 ns, 7.2766 us/op
WorkloadResult  92: 131072 op, 912520950.00 ns, 6.9620 us/op
WorkloadResult  93: 131072 op, 831853550.00 ns, 6.3465 us/op
WorkloadResult  94: 131072 op, 907624450.00 ns, 6.9246 us/op
WorkloadResult  95: 131072 op, 919684450.00 ns, 7.0166 us/op
// GC:  627 81 0 5251268608 131072
// Threading:  0 0 131072

// AfterAll
// Benchmark Process 9260 has exited with code 0.

Mean = 6.802 μs, StdErr = 0.050 μs (0.73%), N = 95, StdDev = 0.484 μs
Min = 6.276 μs, Q1 = 6.398 μs, Median = 6.553 μs, Q3 = 7.123 μs, Max = 8.043 μs
IQR = 0.726 μs, LowerFence = 5.310 μs, UpperFence = 8.212 μs
ConfidenceInterval = [6.633 μs; 6.971 μs] (CI 99.9%), Margin = 0.169 μs (2.48% of Mean)
Skewness = 0.8, Kurtosis = 2.51, MValue = 3.08

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-05-22 19:16 (0h 0m from now) **
Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkCsharp.DoubleListBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkCsharp.DoubleListBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkCsharp.DoubleListBenchmark-report.html

// * Detailed results *
DoubleListBenchmark.Add: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 5.850 μs, StdErr = 0.034 μs (0.58%), N = 86, StdDev = 0.316 μs
Min = 5.440 μs, Q1 = 5.618 μs, Median = 5.768 μs, Q3 = 6.046 μs, Max = 6.717 μs
IQR = 0.429 μs, LowerFence = 4.975 μs, UpperFence = 6.689 μs
ConfidenceInterval = [5.734 μs; 5.966 μs] (CI 99.9%), Margin = 0.116 μs (1.98% of Mean)
Skewness = 0.81, Kurtosis = 2.74, MValue = 2.5
-------------------- Histogram --------------------
[5.346 μs ; 5.521 μs) | @@@@@@@@@@
[5.521 μs ; 5.757 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[5.757 μs ; 5.945 μs) | @@@@@@@@@@@@@@@@
[5.945 μs ; 6.140 μs) | @@@@@@@@@@@
[6.140 μs ; 6.364 μs) | @@@@@@@@@@@@
[6.364 μs ; 6.609 μs) | @@@
[6.609 μs ; 6.811 μs) | @@
---------------------------------------------------

DoubleListBenchmark.Contains: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 1.006 μs, StdErr = 0.001 μs (0.05%), N = 12, StdDev = 0.002 μs
Min = 1.004 μs, Q1 = 1.005 μs, Median = 1.006 μs, Q3 = 1.007 μs, Max = 1.011 μs
IQR = 0.001 μs, LowerFence = 1.004 μs, UpperFence = 1.009 μs
ConfidenceInterval = [1.004 μs; 1.009 μs] (CI 99.9%), Margin = 0.002 μs (0.24% of Mean)
Skewness = 1.23, Kurtosis = 4.34, MValue = 2
-------------------- Histogram --------------------
[1.003 μs ; 1.012 μs) | @@@@@@@@@@@@
---------------------------------------------------

DoubleListBenchmark.Remove: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 6.802 μs, StdErr = 0.050 μs (0.73%), N = 95, StdDev = 0.484 μs
Min = 6.276 μs, Q1 = 6.398 μs, Median = 6.553 μs, Q3 = 7.123 μs, Max = 8.043 μs
IQR = 0.726 μs, LowerFence = 5.310 μs, UpperFence = 8.212 μs
ConfidenceInterval = [6.633 μs; 6.971 μs] (CI 99.9%), Margin = 0.169 μs (2.48% of Mean)
Skewness = 0.8, Kurtosis = 2.51, MValue = 3.08
-------------------- Histogram --------------------
[6.137 μs ; 6.286 μs) | @
